Wall time,Step,Value
1543804502.7039666,2911,0.3489123582839966
1543804508.7001245,3961,0.6772911548614502
1543804531.700099,8389,0.41348686814308167
1543804537.6308334,9479,0.226983904838562
1543804542.1809068,10330,0.3788711428642273
1543804548.1965163,11457,0.1852041780948639
1543804631.5985534,23723,0.5433846712112427
1543804637.8477254,24744,0.43938401341438293
1543804644.1776032,25628,0.4123896062374115
1543804693.122793,31005,0.42513805627822876
1543804718.0969,33594,0.9103219509124756
1543804787.89341,41348,1.2676501274108887
1543804800.6299124,42829,0.6506802439689636
1543804815.9217663,44555,0.9691837430000305
1543804937.9501135,59136,1.230897307395935
1543804948.45974,60567,1.6060936450958252
1543805100.1134787,79659,1.9454569816589355
1543805128.7128696,83174,0.18756426870822906
1543805205.6437905,92323,0.8645243048667908
1543805230.7043743,95274,0.7484888434410095
1543805264.6358032,99409,1.4779095649719238
1543805322.8387792,106651,0.7614943981170654
1543805352.1969,110215,0.9931385517120361
1543805365.3052702,111737,0.5978964567184448
1543805397.789336,115813,0.6507477760314941
1543805476.1491592,125275,0.9827256202697754
1543805478.2919521,125535,0.5567160844802856
1543805500.9428535,128375,1.9189050197601318
1543805518.4995594,130344,1.8305079936981201
1543805549.1509643,133768,1.1261718273162842
1543805597.1818397,139540,1.1293456554412842
1543805649.6240947,145750,1.3292945623397827
1543805654.8653784,146476,0.4626650810241699
1543805691.5963962,151067,0.6971662044525146
1543805709.5372047,153176,1.4883818626403809
1543805715.36158,153976,1.374621868133545
1543805759.8375158,159440,1.7982664108276367
1543805818.4603474,166507,0.2255517840385437
1543805827.76128,167646,0.36582323908805847
1543805878.556692,174127,0.957953929901123
1543805911.821975,177928,0.6594732999801636
1543805926.0921495,179515,1.7126336097717285
1543806058.38487,195841,0.42820632457733154
1543806071.0705009,197522,0.4237810969352722
1543806139.3763418,206012,0.30518805980682373
1543806149.2644005,207171,0.5169309377670288
1543806157.2186,208180,1.482332468032837
1543806238.555198,217916,0.2146894931793213
1543806243.717991,218636,0.2858731746673584
1543806308.4646106,226365,1.2571144104003906
1543806339.3541312,230058,0.7767208814620972
1543806359.428893,232414,0.9239556789398193
1543806451.8612928,243501,0.3016982674598694
1543806477.08704,246496,0.5412157773971558
1543806677.664925,271027,0.7223137617111206
1543806737.085904,278355,0.2642531991004944
1543806755.1524832,280436,0.3793315589427948
1543806770.7397065,282271,0.7401604652404785
1543806869.0375993,293837,0.7379913330078125
1543806915.4232757,299492,0.7898649573326111
1543806972.157641,306339,0.35316652059555054
1543807091.462079,320034,0.7412216067314148
1543807130.1768026,324600,0.6122678518295288
1543807166.147163,328741,0.692046046257019
1543807202.5120726,332975,1.219527006149292
1543807524.1971338,371580,1.041841745376587
1543807541.9156857,373547,0.5049088001251221
1543807556.595424,375353,0.7914430499076843
