Wall time,Step,Value
1543805125.1569927,2793,0.18445774912834167
1543805132.7054517,3816,-0.021313566714525223
1543805161.7192917,8049,-0.040706925094127655
1543805169.1453197,9194,0.1875441074371338
1543805174.782805,10061,-0.031133178621530533
1543805182.5203292,11157,0.21800068020820618
1543805237.2296755,17775,-0.12068051099777222
1543805284.6882644,23510,0.26624101400375366
1543805291.945449,24357,0.0663938969373703
1543805299.1027176,25286,-0.07144415378570557
1543805344.3725643,30568,-0.021074607968330383
1543805365.992644,33193,-0.03110063448548317
1543805429.6157188,40857,-0.09156310558319092
1543805441.4472363,42422,0.05692366510629654
1543805455.7053506,44117,-0.1265527307987213
1543805566.8910275,57723,0.25904202461242676
1543805575.7895443,58704,0.16688740253448486
1543805725.3858254,77130,0.00014761090278625488
1543805751.2307703,80239,-0.07452347874641418
1543805822.0359426,88932,-0.12447266280651093
1543805845.7305875,91991,-0.0165599063038826
1543805877.7473552,95958,-0.09110909700393677
1543805932.4557478,102931,0.07788433134555817
1543805960.2007987,106107,-0.09817901253700256
1543805972.092449,107634,-0.07757146656513214
1543806003.1412106,111480,-0.04263710975646973
1543806075.482451,121135,0.1059800237417221
1543806077.6331456,121354,-0.09428788721561432
1543806098.4601886,123867,-0.14006340503692627
1543806114.8121283,125745,-0.06156614422798157
1543806141.88504,129328,-0.10366004705429077
1543806185.6351137,135284,-0.17262358963489532
1543806233.893506,141412,-0.14486150443553925
1543806238.808125,142057,-0.16378222405910492
1543806272.9010174,146483,-0.067282535135746
1543806288.998336,148658,-0.10578902810811996
1543806294.3334577,149473,0.04062363877892494
1543806334.7293088,155142,0.06284132599830627
1543806388.3202367,162029,-0.16753220558166504
1543806397.1303875,163125,-0.07054115831851959
1543806443.8651252,169197,-0.1306871622800827
1543806473.975611,172985,-0.078420490026474
1543806487.1977699,174538,-0.053035568445920944
1543806608.1700008,190073,-0.017993248999118805
1543806619.6839323,191597,-0.23191934823989868
1543806681.8881645,199471,0.03260737657546997
1543806691.1097713,200547,-0.07955381274223328
1543806698.541358,201551,-0.0648939236998558
1543806775.125406,211312,-0.14797428250312805
1543806780.089965,211921,0.009757760912179947
1543806842.1363466,219504,-0.08452403545379639
1543806871.5816073,222935,0.11723048985004425
1543806890.6951468,225299,0.1134217381477356
1543806979.4494476,236135,-0.11735215783119202
1543807003.450259,239129,-0.03505878895521164
1543807193.6494052,262127,-0.0928213894367218
1543807249.5659318,268997,-0.17777997255325317
1543807266.7986143,270862,0.15291190147399902
1543807281.1921794,272663,-0.11345173418521881
1543807374.7797124,283837,-0.1709844470024109
1543807419.2777731,289400,-0.07310134172439575
1543807473.164635,296149,0.08720740675926208
1543807586.1990962,309863,-0.14774706959724426
1543807623.4769914,314191,0.06893278658390045
1543807657.1259809,318292,0.04401761293411255
1543807691.1544144,322624,-0.23754000663757324
