Wall time,Step,Value
1543804502.7039666,2911,-0.03384949266910553
1543804508.7001245,3961,-0.03722671419382095
1543804531.700099,8389,0.12555333971977234
1543804537.6308334,9479,-0.13788673281669617
1543804542.1809068,10330,-0.12635985016822815
1543804548.1965163,11457,-0.3572053611278534
1543804631.5985534,23723,0.0759674683213234
1543804637.8477254,24744,-0.04384193569421768
1543804644.1776032,25628,-0.18433009088039398
1543804693.122793,31005,-0.030260320752859116
1543804718.0969,33594,0.06736516952514648
1543804787.89341,41348,-0.006872713565826416
1543804800.6299124,42829,0.18279008567333221
1543804815.9217663,44555,-0.05024707317352295
1543804937.9501135,59136,-0.12215156853199005
1543804948.45974,60567,-0.07617588341236115
1543805100.1134787,79659,0.027835262939333916
1543805128.7128696,83174,-0.0025627044960856438
1543805205.6437905,92323,-0.09249218553304672
1543805230.7043743,95274,0.15164153277873993
1543805264.6358032,99409,0.02111061103641987
1543805322.8387792,106651,-0.0676262229681015
1543805352.1969,110215,0.020960476249456406
1543805365.3052702,111737,-0.121694415807724
1543805397.789336,115813,0.020784979686141014
1543805476.1491592,125275,-0.12848693132400513
1543805478.2919521,125535,-0.025306280702352524
1543805500.9428535,128375,-0.06999798119068146
1543805518.4995594,130344,-0.05690908432006836
1543805549.1509643,133768,0.08479532599449158
1543805597.1818397,139540,-0.15459807217121124
1543805649.6240947,145750,0.06562194228172302
1543805654.8653784,146476,0.07510508596897125
1543805691.5963962,151067,0.17126166820526123
1543805709.5372047,153176,0.08483000844717026
1543805715.36158,153976,0.0526072196662426
1543805759.8375158,159440,0.015510939061641693
1543805818.4603474,166507,-0.045718759298324585
1543805827.76128,167646,-0.06004106625914574
1543805878.556692,174127,0.05384543538093567
1543805911.821975,177928,-0.10327494144439697
1543805926.0921495,179515,0.20838011801242828
1543806058.38487,195841,0.07615435123443604
1543806071.0705009,197522,-0.1599387228488922
1543806139.3763418,206012,0.20597544312477112
1543806149.2644005,207171,-0.054847851395606995
1543806157.2186,208180,0.04954655095934868
1543806238.555198,217916,0.07700289785861969
1543806243.717991,218636,-0.02174091711640358
1543806308.4646106,226365,-0.06973706185817719
1543806339.3541312,230058,-0.10823683440685272
1543806359.428893,232414,0.10659240931272507
1543806451.8612928,243501,-0.030248820781707764
1543806477.08704,246496,0.0043001919984817505
1543806677.664925,271027,0.008928939700126648
1543806737.085904,278355,-0.10849125683307648
1543806755.1524832,280436,-0.14319637417793274
1543806770.7397065,282271,-0.1945464164018631
1543806869.0375993,293837,-0.08971381187438965
1543806915.4232757,299492,-0.1252368688583374
1543806972.157641,306339,-0.04179529845714569
1543807091.462079,320034,-0.005566328763961792
1543807130.1768026,324600,-0.0715278685092926
1543807166.147163,328741,0.15815047919750214
1543807202.5120726,332975,-0.06772372126579285
1543807524.1971338,371580,0.0951041579246521
1543807541.9156857,373547,-0.007249698042869568
1543807556.595424,375353,0.11341123282909393
1543807609.3561025,381739,0.019151851534843445
1543807639.2355638,385194,-0.2683767080307007
1543807652.3881505,386686,-0.06845886260271072
1543807686.589035,390590,0.1801481544971466
1543807693.6171367,391293,-0.09024648368358612
1543807725.8382301,395232,-0.08849285542964935
1543807726.0912364,395280,0.044563986361026764
1543807738.5725834,396600,-0.09302308410406113
1543807774.7825265,401037,0.08888224512338638
1543807784.9786663,402275,-0.1274862438440323
1543807813.4249988,405558,-0.027147218585014343
1543807899.349322,415332,0.15886156260967255
1543807963.6625352,422758,-0.12407425045967102
1543807976.9805386,424383,-0.030538171529769897
1543807981.7974763,425067,0.1450483500957489
1543808129.0823152,442970,-0.06900086998939514
1543808141.4495769,444466,-0.053589269518852234
1543808151.8754818,445790,-0.0297680851072073
1543808190.1759171,450443,0.05147264897823334
1543808195.1131632,451004,-0.18852153420448303
1543808265.818708,459347,-0.06141714006662369
1543808286.5199268,461875,0.05564615875482559
1543808286.6865013,461907,-0.08687977492809296
1543808293.46196,462564,0.009155958890914917
1543808340.3766253,468039,-0.11246812343597412
1543808357.56851,470070,0.08067867904901505
1543808390.7952127,473868,0.059067562222480774
1543808442.3410327,480012,-0.020314253866672516
1543808463.8143682,482528,0.200762540102005
1543808533.622998,490332,0.10577742010354996
1543808539.072251,490989,-0.051240935921669006
1543808692.5114632,509494,-0.020420238375663757
1543808692.5869875,509510,-0.026662494987249374
1543808823.8161333,524636,0.05651816353201866
1543808975.5632162,542409,0.0011641718447208405
1543809044.923607,550431,0.004954250529408455
1543809049.7163439,550989,-0.08561259508132935
1543809060.2981434,552199,0.0925532653927803
1543809083.3384109,554789,-0.02048901468515396
1543809092.1766052,555948,-0.16651323437690735
1543809185.4145923,566884,0.07714668661355972
1543809213.4944565,570168,0.043384991586208344
1543809217.0497441,570588,-0.10923626273870468
1543809240.2027483,573271,0.1214488223195076
1543809289.001768,579144,0.004418203607201576
1543809311.7172823,581722,-0.10449538379907608
1543809327.077641,583570,-0.13022878766059875
1543809329.5299468,583884,0.086671382188797
1543809439.1097965,596903,-0.028609968721866608
1543809445.7803109,597633,0.08055692911148071
1543809515.9766498,606131,-0.12779337167739868
1543809525.6074827,607474,-0.12050700187683105
1543809606.0246954,617013,0.03110101819038391
1543809641.9844816,621154,-0.1410982459783554
1543809657.9227061,623283,-0.07450202107429504
1543809679.1129615,625927,0.03394527733325958
1543809681.0632975,626094,0.08196040987968445
1543809701.9687517,628672,0.05259725823998451
1543809725.3260045,631353,0.0266847163438797
1543809756.726358,635271,0.028002433478832245
1543809761.5543327,635772,-0.044352296739816666
1543809815.0411162,642275,0.08154235780239105
1543809817.2911599,642484,-0.2056390345096588
1543809822.8621736,643085,-0.18612471222877502
1543809831.115174,644149,0.006246380507946014
1543809838.091487,644780,0.020316407084465027
1543809843.6200876,645457,0.20813274383544922
1543809863.7256763,647678,-0.08589090406894684
1543809915.2808423,653690,-0.05361013859510422
1543809940.894743,656960,-0.0895107313990593
1543809953.1465673,658481,-0.007091104984283447
1543810074.2897618,673035,0.005631692707538605
1543810094.8559856,675438,0.06728482246398926
1543810170.5683706,684293,-0.08551560342311859
1543810183.9485168,685904,-0.11799000203609467
1543810280.0356495,697691,0.023949310183525085
1543810284.8182516,698395,-0.11144762486219406
1543810315.6082537,702086,0.04990147054195404
1543810372.36844,708950,0.032430849969387054
1543810419.0812268,714451,0.016704902052879333
1543810463.1020834,719784,-0.09948752075433731
1543810481.251736,721797,0.007671736180782318
1543810574.4577844,733172,-0.15964825451374054
1543810618.2171085,738388,0.15023857355117798
1543810636.592615,740687,-0.0043403953313827515
1543810708.910947,749763,0.04350346326828003
1543810772.8216233,758244,0.024255353957414627
1543810805.0547454,762342,-0.120706707239151
1543810866.61,769745,-0.025765888392925262
1543810899.8852298,773538,0.0701698511838913
1543810934.6250355,777922,0.02467130497097969
1543810945.8542564,779326,-0.13410605490207672
1543810985.9430053,784251,-0.15671773254871368
1543811022.092935,788715,-0.11143876612186432
1543811064.8654706,793704,-0.023116275668144226
1543811160.2942708,805513,-0.010999191552400589
1543811210.924306,811693,-0.03942131996154785
1543811213.692905,812065,-0.09860119968652725
1543811383.0751173,833703,0.13844458758831024
1543811402.9434786,835959,0.20402537286281586
1543811414.0470767,837407,-0.13609391450881958
1543811429.1676884,839198,-0.02258143573999405
1543811460.2093632,842762,0.16576820611953735
1543811472.927469,844238,-0.005004877224564552
1543811493.4377365,846723,-0.10494552552700043
1543811493.9960585,846835,0.12132611125707626
1543811501.263861,847794,0.017229612916707993
1543811510.5806766,848838,-0.04752989485859871
1543811592.3611734,859063,-0.07454518973827362
1543811615.85281,862051,0.056199707090854645
1543811680.7289174,870019,0.13567104935646057
1543811703.3641388,872651,-0.250501424074173
1543811727.2202168,875532,-0.03473526984453201
1543811836.0636475,889147,-0.05520835146307945
1543811848.948998,890625,-0.12343703210353851
1543811991.888049,907998,0.06573968380689621
1543812046.728692,914490,0.0729760155081749
1543812064.1211777,916673,-0.24746106564998627
1543812100.0725737,921181,-0.20203253626823425
1543812133.696956,925295,0.11974561214447021
1543812307.782327,946481,-0.0851140096783638
1543812320.6055238,948000,-0.17151933908462524
1543812340.8811002,950724,-0.18126589059829712
1543812426.368915,960790,-0.06914635002613068
1543812434.2814486,961765,0.02887500822544098
1543812555.7254128,977019,0.14450278878211975
1543812581.3084285,979881,0.1193002462387085
1543812605.6528764,982835,-0.04133216291666031
1543812620.7416658,984595,-0.16387870907783508
1543812712.8840806,995818,-0.14139622449874878
1543812792.7128808,1004782,-0.14080892503261566
1543812854.2694066,1012052,0.05712663382291794
1543812890.4969923,1016122,-0.047215238213539124
1543812895.7235494,1016708,-0.02650737389922142
1543812920.242724,1019875,-0.025717321783304214
1543812922.6617837,1020166,-0.06877925246953964
1543812979.4023535,1027366,-0.17878401279449463
1543813017.5340815,1031929,0.10798577219247818
1543813019.5959635,1032161,-0.00881265103816986
1543813042.5592074,1035001,0.025232717394828796
1543813049.6173704,1035795,0.10914178192615509
1543813191.1068375,1053486,-0.019422754645347595
1543813211.2055898,1056076,0.1695111244916916
1543813268.0971851,1062850,-0.0708356723189354
1543813306.7179754,1067358,-0.1377614140510559
1543813342.4166205,1071787,-0.08205704391002655
1543813433.1653652,1082940,-0.16074137389659882
1543813461.7997947,1086612,-0.07690197229385376
1543813476.3108408,1088273,-0.06053575873374939
1543813504.2786117,1091469,0.110774464905262
1543813509.4844973,1092104,0.21345645189285278
1543813586.0888157,1101502,-0.04502810910344124
1543813614.255889,1104910,-0.12907393276691437
1543813766.075895,1123822,-0.012549333274364471
1543813809.8468623,1129540,-0.03052753210067749
1543813814.386597,1130193,0.017047420144081116
1543813817.0054548,1130607,0.028384525328874588
1543813898.2284262,1141097,-0.15466752648353577
1543813904.5954099,1141910,-0.17552128434181213
1543813924.0552735,1144363,-0.01919206976890564
1543813956.6269934,1148405,0.20671820640563965
1543814042.4856708,1159358,-0.09591943025588989
1543814042.9652894,1159454,-0.03208490088582039
1543814060.6295617,1161793,-0.05957804620265961
1543814088.6669707,1165572,0.12703374028205872
1543814206.1541274,1179584,-0.014167863875627518
1543814217.0242634,1181095,0.006316103041172028
1543814355.7343369,1197704,0.0035560578107833862
1543814421.9621696,1205334,-0.07961170375347137
1543814576.6819127,1224081,-0.014816246926784515
1543814602.364726,1227107,-0.09411340206861496
1543814634.0304942,1230875,0.02584002912044525
1543814740.7254987,1243544,-0.005728051066398621
1543814800.6024203,1250681,-0.09379361569881439
1543814865.912032,1258811,0.02867855131626129
1543814917.0949697,1264955,0.07412942498922348
1543814923.2597973,1265773,-0.04165027663111687
1543814991.2415679,1273337,-0.07636212557554245
1543815113.4771566,1287064,0.07228521257638931
1543815145.469415,1290955,-0.05472349375486374
1543815151.9783576,1291825,-0.05789365619421005
1543815222.7918456,1300265,-0.06117648258805275
1543815364.2712193,1317268,-0.12861910462379456
1543815380.5934315,1319237,0.020825432613492012
1543815416.4040654,1323799,-0.08253520727157593
1543815516.6115177,1335218,-0.01289331167936325
1543815519.0923033,1335479,0.27616336941719055
1543815564.7589452,1340425,-0.06465798616409302
1543815610.6690226,1345162,0.05842024087905884
1543815624.5798812,1346642,-0.025537848472595215
1543815644.6176043,1349132,-0.035269156098365784
1543815739.0914328,1359821,-0.10617005079984665
1543815760.5400887,1362047,-0.0923464447259903
1543815774.1795685,1363770,-0.08330093324184418
1543815833.3135319,1370576,0.0033243000507354736
1543815909.649632,1379042,-0.024139970541000366
1543815931.924271,1381517,-0.16927705705165863
1543815995.1799855,1388728,-0.04623851925134659
1543816003.916343,1389689,-0.012873329222202301
1543816007.3775458,1390059,0.042135365307331085
1543816013.2231355,1390668,-0.08975356072187424
1543816018.1976066,1391228,-0.03260283172130585
1543816064.2222493,1396156,-0.01997663825750351
1543816083.4320087,1398158,0.07441522181034088
1543816083.765789,1398206,-0.05632660537958145
1543816141.2996721,1404362,0.2813858687877655
1543816192.6412528,1410341,-0.0300900936126709
1543816222.2665722,1413770,0.05090745538473129
1543816334.0684524,1425638,0.04733194783329964
1543816357.516049,1428395,0.08104901015758514
1543816404.8146877,1433521,-0.017061173915863037
1543816641.4386477,1458488,0.09400501847267151
1543816775.608574,1472751,0.18914489448070526
1543816824.4404175,1477985,-0.06095624342560768
1543816850.9441192,1480734,0.1522524505853653
1543816859.8403466,1481664,0.05316583812236786
1543816881.1995873,1483703,-0.11743173003196716
